encoded_article,decoded_article,fame_score
Lyon,Lyon,7.0
M%2AA%2AS%2AH_%28TV_series%29,M*A*S*H_(TV_series),9.0
M-10001,M-10001,3.0
M-10003-6,M-10003-6,3.0
M1_motorway,M1_motorway,5.0
M25_motorway,M25_motorway,6.0
M6_motorway,M6_motorway,5.0
MINI_%28BMW%29,MINI_(BMW),7.0
Macau,Macau,8.0
Macbeth,Macbeth,6.0
Macbeth_of_Scotland,Macbeth_of_Scotland,5.0
Macedon,Macedon,4.0
Machu_Picchu,Machu_Picchu,9.0
Macintosh,Macintosh,8.0
Mackenzie_River,Mackenzie_River,5.0
Madagascar,Madagascar,7.0
Madama_Butterfly,Madama_Butterfly,6.0
Madrid,Madrid,8.0
Magdalena_Abakanowicz,Magdalena_Abakanowicz,4.0
Magellanic_Penguin,Magellanic_Penguin,5.0
Maghreb,Maghreb,4.0
Magic__The_Gathering,Magic__The_Gathering,7.0
Maglev_train,Maglev_train,7.0
Magma,Magma,6.0
Magna_Carta,Magna_Carta,8.0
Magnesium,Magnesium,6.0
Magnet,Magnet,6.0
Magnetism,Magnetism,6.0
Magpie,Magpie,5.0
Mahabharata,Mahabharata,9.0
Mahatma_Gandhi,Mahatma_Gandhi,10.0
Mahjong,Mahjong,6.0
Mahmoud_Abbas,Mahmoud_Abbas,7.0
Maiasaura,Maiasaura,5.0
Maize,Maize,8.0
Makuria,Makuria,3.0
Malaria,Malaria,9.0
Malaspina_Glacier,Malaspina_Glacier,4.0
Malawi,Malawi,6.0
Malaysia,Malaysia,7.0
Malcolm_III_of_Scotland,Malcolm_III_of_Scotland,5.0
Malcolm_II_of_Scotland,Malcolm_II_of_Scotland,5.0
Malcolm_X,Malcolm_X,8.0
Maldives,Maldives,7.0
Mali,Mali,6.0
Mallard,Mallard,4.0
Malta,Malta,7.0
Malwa_%28Madhya_Pradesh%29,Malwa_(Madhya_Pradesh),3.0
Mamenchisaurus,Mamenchisaurus,5.0
Mammal,Mammal,6.0
Mammoth,Mammoth,6.0
Mammoth_Cave_National_Park,Mammoth_Cave_National_Park,5.0
Mancala,Mancala,7.0
Manchester,Manchester,8.0
Manchester_United_F.C.,Manchester_United_F.C.,9.0
Mandan,Mandan,5.0
Manganese,Manganese,6.0
Mango,Mango,7.0
Manifest_Destiny,Manifest_Destiny,6.0
Manifold,Manifold,5.0
Manila,Manila,7.0
Manorialism,Manorialism,4.0
Manuel_I_Komnenos,Manuel_I_Komnenos,5.0
Manufacturing,Manufacturing,7.0
Mao_Zedong,Mao_Zedong,9.0
Map_projection,Map_projection,6.0
Maputo,Maputo,5.0
Marc_Pugh,Marc_Pugh,3.0
Marcel_Lefebvre,Marcel_Lefebvre,6.0
Marcel_Proust,Marcel_Proust,7.0
Marco_Polo,Marco_Polo,8.0
Marcus_Allen,Marcus_Allen,6.0
Margaret_Sanger,Margaret_Sanger,8.0
Margaret_Thatcher,Margaret_Thatcher,9.0
Margate,Margate,6.0
Margin_of_error,Margin_of_error,5.0
Marginated_Tortoise,Marginated_Tortoise,4.0
Marie_Curie,Marie_Curie,9.0
Mario,Mario,9.0
Marjoram,Marjoram,3.0
Mark_Antony,Mark_Antony,7.0
Mark_Twain,Mark_Twain,8.0
Mark_Twain_House,Mark_Twain_House,6.0
Mark_Webber,Mark_Webber,5.0
Market,Market,7.0
Markup_language,Markup_language,4.0
Mars,Mars,9.0
Mars_Exploration_Rover,Mars_Exploration_Rover,7.0
Mars_Reconnaissance_Orbiter,Mars_Reconnaissance_Orbiter,6.0
Marseille,Marseille,6.0
Marshall_Islands,Marshall_Islands,5.0
Marshall_Plan,Marshall_Plan,6.0
Martello_tower,Martello_tower,5.0
Martin_Luther,Martin_Luther,9.0
Martin_Luther_King%2C_Jr.,"Martin_Luther_King,_Jr.",9.0
Martin_Van_Buren,Martin_Van_Buren,6.0
Martina_Navratilova,Martina_Navratilova,8.0
Martinique,Martinique,6.0
Marvin_Gaye,Marvin_Gaye,7.0
Marxism,Marxism,8.0
Mary_II_of_England,Mary_II_of_England,7.0
Mary_I_of_England,Mary_I_of_England,6.0
Mary_I_of_Scotland,Mary_I_of_Scotland,6.0
Mary_Kingsley,Mary_Kingsley,5.0
Mary_Seacole,Mary_Seacole,6.0
Mary_Somerville,Mary_Somerville,5.0
Maseru,Maseru,4.0
Mass_Rapid_Transit_%28Singapore%29,Mass_Rapid_Transit_(Singapore),6.0
Mass_media,Mass_media,9.0
Massospondylus,Massospondylus,4.0
Material_properties_of_diamond,Material_properties_of_diamond,5.0
Mathematical_analysis,Mathematical_analysis,6.0
Mathematics,Mathematics,10.0
Matilda_of_Boulogne,Matilda_of_Boulogne,3.0
Matrix_%28mathematics%29,Matrix_(mathematics),4.0
Matsuo_Bash%C5%8D,Matsuo_Bashō,5.0
Matter,Matter,7.0
Matthew_Brettingham,Matthew_Brettingham,2.0
Mauna_Loa,Mauna_Loa,6.0
Mauritania,Mauritania,5.0
Mauritius,Mauritius,3.0
Mausoleum_of_Maussollos,Mausoleum_of_Maussollos,4.0
Mauthausen-Gusen_concentration_camp,Mauthausen-Gusen_concentration_camp,7.0
Max_Planck,Max_Planck,8.0
Max_Weber,Max_Weber,7.0
Maxwell%27s_equations,Maxwell's_equations,8.0
Maya_civilization,Maya_civilization,9.0
Maya_mythology,Maya_mythology,7.0
Mayotte,Mayotte,5.0
Mbabane,Mbabane,4.0
McFly_%28band%29,McFly_(band),6.0
Meander,Meander,6.0
Measles,Measles,7.0
Measurement,Measurement,6.0
Meat,Meat,7.0
Mecca,Mecca,8.0
Mechanical_work,Mechanical_work,4.0
Medal_of_Honor,Medal_of_Honor,9.0
Medicine,Medicine,8.0
Medieval_commune,Medieval_commune,3.0
Medieval_literature,Medieval_literature,6.0
Medieval_music,Medieval_music,6.0
Mediterranean_Sea,Mediterranean_Sea,8.0
Mega_Man_X_%28character%29,Mega_Man_X_(character),6.0
Meitnerium,Meitnerium,4.0
Mekong,Mekong,7.0
Melbourne,Melbourne,8.0
Mendelevium,Mendelevium,4.0
Mendip_Hills,Mendip_Hills,3.0
Meningitis,Meningitis,6.0
Menstrual_cycle,Menstrual_cycle,5.0
Mentha,Mentha,4.0
Menthol,Menthol,8.0
Mercantilism,Mercantilism,7.0
Mercia,Mercia,6.0
Mercury_%28element%29,Mercury_(element),8.0
Mercury_%28planet%29,Mercury_(planet),7.0
Merrimack_River,Merrimack_River,6.0
Merseburg_Incantations,Merseburg_Incantations,5.0
Mesopotamia,Mesopotamia,9.0
Mestizo,Mestizo,6.0
Metal,Metal,8.0
Metallurgy,Metallurgy,8.0
Metamorphic_rock,Metamorphic_rock,6.0
Meteor,Meteor,7.0
Meteor_shower,Meteor_shower,6.0
Meteorological_history_of_Hurricane_Katrina,Meteorological_history_of_Hurricane_Katrina,4.0
Meteorology,Meteorology,8.0
Metric_expansion_of_space,Metric_expansion_of_space,5.0
Mexico,Mexico,9.0
Mexico_City,Mexico_City,9.0
Miami%2C_Florida,"Miami,_Florida",8.0
Michael_Faraday,Michael_Faraday,9.0
Michael_Jordan,Michael_Jordan,10.0
Michael_Ramsey,Michael_Ramsey,6.0
Michael_Woodruff,Michael_Woodruff,5.0
Michelangelo,Michelangelo,10.0
Michigan_State_University,Michigan_State_University,8.0
Mickey_Mantle,Mickey_Mantle,7.0
Microraptor,Microraptor,6.0
Microscope,Microscope,7.0
Microsoft,Microsoft,10.0
Microsoft_Windows,Microsoft_Windows,9.0
Middle_Ages,Middle_Ages,8.0
Middle_East,Middle_East,8.0
Midway_Atoll,Midway_Atoll,5.0
Miguel_de_Cervantes,Miguel_de_Cervantes,7.0
Mikhail_Gorbachev,Mikhail_Gorbachev,7.0
Milan,Milan,8.0
Miles_Davis,Miles_Davis,8.0
Milgram_experiment,Milgram_experiment,6.0
Military_dictatorship,Military_dictatorship,6.0
Military_history_of_Canada,Military_history_of_Canada,7.0
Military_history_of_France,Military_history_of_France,8.0
Military_history_of_Puerto_Rico,Military_history_of_Puerto_Rico,5.0
Military_history_of_the_Soviet_Union,Military_history_of_the_Soviet_Union,8.0
Milk,Milk,9.0
Milk_thistle,Milk_thistle,6.0
Milkshake,Milkshake,7.0
Milky_Way,Milky_Way,6.0
Millard_Fillmore,Millard_Fillmore,5.0
Milton_Keynes,Milton_Keynes,7.0
Mind,Mind,8.0
Mineral,Mineral,6.0
Ming_Dynasty,Ming_Dynasty,7.0
Mini,Mini,5.0
Minimum_wage,Minimum_wage,6.0
Mining,Mining,6.0
Minmi_%28dinosaur%29,Minmi_(dinosaur),4.0
Minneapolis%2C_Minnesota,"Minneapolis,_Minnesota",7.0
Minnesota,Minnesota,6.0
Minoan_civilization,Minoan_civilization,6.0
Minstrel_show,Minstrel_show,5.0
Miocene,Miocene,4.0
Mir,Mir,6.0
Mirabilis_%28plant%29,Mirabilis_(plant),3.0
Miranda_Otto,Miranda_Otto,7.0
Mississippi_River,Mississippi_River,8.0
Missouri_River,Missouri_River,7.0
Mistle_Thrush,Mistle_Thrush,4.0
Mitochondrial_Eve,Mitochondrial_Eve,6.0
Mitochondrion,Mitochondrion,6.0
Mixed-breed_dog,Mixed-breed_dog,7.0
Mixtape,Mixtape,6.0
Modern_history,Modern_history,5.0
Modernist_poetry_in_English,Modernist_poetry_in_English,5.0
Mogadishu,Mogadishu,7.0
Mohs_scale_of_mineral_hardness,Mohs_scale_of_mineral_hardness,6.0
Moldova,Moldova,6.0
Moldovans,Moldovans,5.0
Mole_%28animal%29,Mole_(animal),4.0
Molybdenum,Molybdenum,5.0
Momentum,Momentum,7.0
Mona_Lisa,Mona_Lisa,9.0
Monaco,Monaco,8.0
Monaco_Grand_Prix,Monaco_Grand_Prix,6.0
Monarchies_in_the_European_Union,Monarchies_in_the_European_Union,4.0
Monarchy,Monarchy,5.0
Monarda_didyma,Monarda_didyma,3.0
Money,Money,8.0
Mongol_Empire,Mongol_Empire,8.0
Mongol_invasion_of_Central_Asia,Mongol_invasion_of_Central_Asia,6.0
Mongolia,Mongolia,7.0
Mongoose,Mongoose,5.0
Monkey,Monkey,6.0
Monoclonius,Monoclonius,4.0
Monopoly_%28game%29,Monopoly_(game),7.0
Monrovia,Monrovia,5.0
Montenegro,Montenegro,6.0
Montevideo,Montevideo,5.0
Montreal,Montreal,7.0
Montreal_Metro,Montreal_Metro,6.0
Montserrat,Montserrat,7.0
Monty_Python,Monty_Python,9.0
Moon,Moon,10.0
Moon_landing,Moon_landing,10.0
Moore%27s_Law,Moore's_Law,8.0
Moorgate,Moorgate,5.0
Moorhen,Moorhen,4.0
Morecambe_Bay,Morecambe_Bay,6.0
Morecambe_and_Wise,Morecambe_and_Wise,7.0
Moringa_oleifera,Moringa_oleifera,6.0
Mormon,Mormon,10.0
Mormon_Trail,Mormon_Trail,5.0
Morocco,Morocco,7.0
Morphine,Morphine,8.0
Morris_dance,Morris_dance,4.0
Mosaic,Mosaic,6.0
Moscow,Moscow,9.0
Mosque,Mosque,7.0
Moss,Moss,6.0
Mother_Teresa,Mother_Teresa,9.0
Motion_%28physics%29,Motion_(physics),5.0
Mount_Baker,Mount_Baker,6.0
Mount_Everest,Mount_Everest,10.0
Mount_Kilimanjaro,Mount_Kilimanjaro,9.0
Mount_Nyiragongo,Mount_Nyiragongo,6.0
Mount_Osmond%2C_South_Australia,"Mount_Osmond,_South_Australia",2.0
Mount_Pinatubo,Mount_Pinatubo,7.0
Mount_Rainier,Mount_Rainier,7.0
Mount_Rushmore,Mount_Rushmore,8.0
Mount_St._Helens,Mount_St._Helens,7.0
Mount_Unzen,Mount_Unzen,7.0
Mount_Vesuvius,Mount_Vesuvius,9.0
Mountain_Gorilla,Mountain_Gorilla,6.0
Mozambique,Mozambique,7.0
Mozilla_Firefox,Mozilla_Firefox,8.0
Mu_Arae,Mu_Arae,5.0
Muhammad,Muhammad,10.0
Muhammad_Ali,Muhammad_Ali,9.0
Muhammad_Ali_Jinnah,Muhammad_Ali_Jinnah,7.0
Muhammad_Iqbal,Muhammad_Iqbal,6.0
Muhammad_ibn_Musa_al-Khwarizmi,Muhammad_ibn_Musa_al-Khwarizmi,7.0
Multiculturalism,Multiculturalism,6.0
Multiple_sclerosis,Multiple_sclerosis,6.0
Multiple_sequence_alignment,Multiple_sequence_alignment,5.0
Mumbai,Mumbai,8.0
Mummy,Mummy,5.0
Munich,Munich,6.0
Murray_River,Murray_River,5.0
Muscat%2C_Oman,"Muscat,_Oman",7.0
Music,Music,9.0
Music_of_Albania,Music_of_Albania,4.0
Music_of_Antigua_and_Barbuda,Music_of_Antigua_and_Barbuda,3.0
Music_of_Barbados,Music_of_Barbados,4.0
Music_of_Dominica,Music_of_Dominica,3.0
Music_of_Hawaii,Music_of_Hawaii,5.0
Music_of_Hungary,Music_of_Hungary,6.0
Music_of_Ireland,Music_of_Ireland,7.0
Music_of_Italy,Music_of_Italy,8.0
Music_of_Martinique_and_Guadeloupe,Music_of_Martinique_and_Guadeloupe,4.0
Music_of_New_Zealand,Music_of_New_Zealand,6.0
Music_of_Spain,Music_of_Spain,5.0
Music_of_Thailand,Music_of_Thailand,4.0
Music_of_Trinidad_and_Tobago,Music_of_Trinidad_and_Tobago,3.0
Music_of_the_Bahamas,Music_of_the_Bahamas,3.0
Music_of_the_Lesser_Antilles,Music_of_the_Lesser_Antilles,2.0
Music_of_the_United_States,Music_of_the_United_States,9.0
Music_of_the_trecento,Music_of_the_trecento,2.0
Musical_instrument,Musical_instrument,6.0
Mustard_plant,Mustard_plant,3.0
Mustard_seed,Mustard_seed,3.0
Muttaburrasaurus,Muttaburrasaurus,4.0
Myanmar,Myanmar,7.0
Myco-heterotrophy,Myco-heterotrophy,3.0
Myers-Briggs_Type_Indicator,Myers-Briggs_Type_Indicator,6.0
Myocardial_infarction,Myocardial_infarction,6.0
Mysticism,Mysticism,5.0
Mythology,Mythology,5.0
Myxobolus_cerebralis,Myxobolus_cerebralis,2.0
NATO,NATO,8.0
Nadia_Com%C4%83neci,Nadia_Comăneci,8.0
Nagorno-Karabakh_War,Nagorno-Karabakh_War,7.0
Nahuatl_language,Nahuatl_language,6.0
Nairobi,Nairobi,8.0
Naked_Mole_Rat,Naked_Mole_Rat,5.0
Names_of_God_in_Judaism,Names_of_God_in_Judaism,5.0
Namibia,Namibia,6.0
Nanomedicine,Nanomedicine,4.0
Napoleon_I_of_France,Napoleon_I_of_France,9.0
Napoleonic_Wars,Napoleonic_Wars,8.0
Napster,Napster,7.0
Nash_equilibrium,Nash_equilibrium,8.0
Nashville%2C_Tennessee,"Nashville,_Tennessee",8.0
Natalie_Portman,Natalie_Portman,9.0
Nathu_La,Nathu_La,4.0
National_Anthem_of_Russia,National_Anthem_of_Russia,7.0
National_Gallery%2C_London,"National_Gallery,_London",7.0
National_Hockey_League,National_Hockey_League,9.0
National_parks_of_England_and_Wales,National_parks_of_England_and_Wales,5.0
Nationalism,Nationalism,6.0
Nationality,Nationality,6.0
Natural_disaster,Natural_disaster,8.0
Natural_gas,Natural_gas,8.0
Natural_selection,Natural_selection,7.0
Nature,Nature,9.0
Nauru,Nauru,6.0
Naval_Battle_of_Guadalcanal,Naval_Battle_of_Guadalcanal,7.0
Navassa_Island,Navassa_Island,4.0
Nazi_Germany,Nazi_Germany,9.0
Nazism,Nazism,8.0
Necktie,Necktie,6.0
Negros_Oriental,Negros_Oriental,5.0
Neighbours,Neighbours,6.0
Neil_Armstrong,Neil_Armstrong,10.0
Neil_Young,Neil_Young,8.0
Nelson_Mandela,Nelson_Mandela,10.0
Nematode,Nematode,4.0
Neoclassicism,Neoclassicism,5.0
Neodymium,Neodymium,6.0
Neon,Neon,6.0
Nepal,Nepal,7.0
Nepenthes_rajah,Nepenthes_rajah,2.0
Nephron,Nephron,4.0
Neptune,Neptune,7.0
Neptunium,Neptunium,5.0
Netball,Netball,6.0
Netherlands,Netherlands,8.0
Netherlands_Antilles,Netherlands_Antilles,4.0
Neutron,Neutron,6.0
New_Caledonia,New_Caledonia,5.0
New_Delhi,New_Delhi,7.0
New_England_Patriots,New_England_Patriots,9.0
New_Forest,New_Forest,5.0
New_York_City,New_York_City,10.0
New_York_City_Subway_nomenclature,New_York_City_Subway_nomenclature,3.0
New_Zealand,New_Zealand,8.0
New_moon,New_moon,6.0
Newark%2C_New_Jersey,"Newark,_New_Jersey",6.0
Newcastle_upon_Tyne,Newcastle_upon_Tyne,6.0
Newmarket,Newmarket,4.0
Newshounds,Newshounds,2.0
Newspaper,Newspaper,5.0
Newsround,Newsround,4.0
Niagara_Falls,Niagara_Falls,7.0
Nicaragua,Nicaragua,6.0
Niccol%C3%B2_Machiavelli,Niccolò_Machiavelli,8.0
Niccol%C3%B2_Paganini,Niccolò_Paganini,7.0
Niccol%C3%B2_dell%27Abbate,Niccolò_dell'Abbate,3.0
Nickel,Nickel,5.0
Nicobar_Long-tailed_Macaque,Nicobar_Long-tailed_Macaque,2.0
Nicolaus_Copernicus,Nicolaus_Copernicus,8.0
Niels_Bohr,Niels_Bohr,8.0
Nigella,Nigella,7.0
Niger,Niger,6.0
Niger_River,Niger_River,6.0
Nigeria,Nigeria,8.0
Nightingale,Nightingale,7.0
Nikola_Tesla,Nikola_Tesla,9.0
Nikolai_Rimsky-Korsakov,Nikolai_Rimsky-Korsakov,7.0
Nile,Nile,6.0
Nine_Million_Bicycles,Nine_Million_Bicycles,5.0
Nineteen_Eighty-Four,Nineteen_Eighty-Four,9.0
Nintendo,Nintendo,10.0
Nintendo_DS,Nintendo_DS,8.0
Nintendo_Entertainment_System,Nintendo_Entertainment_System,9.0
Niobium,Niobium,6.0
Nirvana_%28band%29,Nirvana_(band),9.0
Nitrification,Nitrification,5.0
Nitrogen,Nitrogen,5.0
Nitrogen_cycle,Nitrogen_cycle,5.0
Nitrogen_fixation,Nitrogen_fixation,5.0
Niue,Niue,4.0
Noam_Chomsky,Noam_Chomsky,9.0
Nobel_Peace_Prize,Nobel_Peace_Prize,10.0
Nobelium,Nobelium,5.0
Nobiin_language,Nobiin_language,2.0
Norfolk,Norfolk,6.0
Norfolk_Island,Norfolk_Island,6.0
Norman_Borlaug,Norman_Borlaug,7.0
Norman_conquest_of_England,Norman_conquest_of_England,6.0
Norse_mythology,Norse_mythology,8.0
North_Africa,North_Africa,8.0
North_America,North_America,9.0
North_Atlantic_oscillation,North_Atlantic_oscillation,5.0
North_Korea,North_Korea,9.0
North_Sea,North_Sea,7.0
North_Sea_flood_of_1953,North_Sea_flood_of_1953,4.0
North_Sea_oil,North_Sea_oil,5.0
Northern_Ireland,Northern_Ireland,7.0
Northern_Mariana_Islands,Northern_Mariana_Islands,6.0
Northern_Pacific_Railway,Northern_Pacific_Railway,4.0
Northwest_Africa,Northwest_Africa,8.0
Norway,Norway,9.0
Norwich,Norwich,6.0
Nostradamus,Nostradamus,7.0
Nottingham,Nottingham,5.0
Nouakchott,Nouakchott,4.0
Novel,Novel,5.0
Novelty_%28locomotive%29,Novelty_(locomotive),7.0
Nuclear_fission,Nuclear_fission,8.0
Nuclear_power,Nuclear_power,8.0
Nuclear_weapon,Nuclear_weapon,9.0
Number,Number,7.0
Numismatics,Numismatics,6.0
Nurse_sharks,Nurse_sharks,5.0
Nuthatch,Nuthatch,4.0
Nutmeg,Nutmeg,4.0
Nutrition,Nutrition,6.0
Oasis_%28band%29,Oasis_(band),5.0
Oat,Oat,8.0
Obi-Wan_Kenobi,Obi-Wan_Kenobi,9.0
Ocean,Ocean,10.0
Oceania,Oceania,9.0
Oceanography,Oceanography,7.0
Odin,Odin,8.0
Odysseus,Odysseus,8.0
Odyssey,Odyssey,8.0
Oenothera,Oenothera,5.0
Ohm,Ohm,6.0
Oil_painting,Oil_painting,7.0
Oil_refinery,Oil_refinery,7.0
Oil_reservoir,Oil_reservoir,5.0
Okapi,Okapi,6.0
Olaudah_Equiano,Olaudah_Equiano,7.0
Old_English_language,Old_English_language,4.0
Old_Nubian_language,Old_Nubian_language,3.0
Old_Swiss_Confederacy,Old_Swiss_Confederacy,4.0
Oleg_of_Novgorod,Oleg_of_Novgorod,5.0
Oligarchy,Oligarchy,6.0
Oligocene,Oligocene,5.0
Olive_oil,Olive_oil,6.0
Oliver_Cromwell,Oliver_Cromwell,8.0
Oliver_Twist,Oliver_Twist,8.0
Ollanta_Humala,Ollanta_Humala,5.0
Olmec,Olmec,6.0
Olympic_Games,Olympic_Games,9.0
Oman,Oman,7.0
Omega-3_fatty_acid,Omega-3_fatty_acid,6.0
One_Flew_Over_the_Cuckoo%27s_Nest_%28novel%29,One_Flew_Over_the_Cuckoo's_Nest_(novel),8.0
One_Foot_in_the_Grave,One_Foot_in_the_Grave,5.0
Onion,Onion,6.0
Onion_dome,Onion_dome,4.0
OpenBSD,OpenBSD,6.0
OpenOffice.org,OpenOffice.org,5.0
Open_cluster,Open_cluster,3.0
Open_source,Open_source,7.0
Opera,Opera,7.0
Oppression,Oppression,4.0
Optical_fiber,Optical_fiber,5.0
Optical_microscope,Optical_microscope,5.0
Optical_telescope,Optical_telescope,6.0
Opuntia_imbricata,Opuntia_imbricata,4.0
Opus_Dei,Opus_Dei,6.0
Orbit_%28anatomy%29,Orbit_(anatomy),3.0
Orca,Orca,8.0
Order_of_Canada,Order_of_Canada,6.0
Order_of_St._Patrick,Order_of_St._Patrick,4.0
Order_of_the_Bath,Order_of_the_Bath,5.0
Order_of_the_Garter,Order_of_the_Garter,6.0
Order_of_the_Thistle,Order_of_the_Thistle,5.0
Ordinal_number,Ordinal_number,4.0
Ordinary_differential_equation,Ordinary_differential_equation,6.0
Ordination_of_women,Ordination_of_women,4.0
Ordovician,Ordovician,5.0
Oregano,Oregano,6.0
Oregon,Oregon,7.0
Organism,Organism,6.0
Organization,Organization,7.0
Orion_Nebula,Orion_Nebula,5.0
Orkney,Orkney,5.0
Ormulum,Ormulum,3.0
Ornithischia,Ornithischia,6.0
Oroonoko,Oroonoko,5.0
Osaka,Osaka,7.0
Osama_bin_Laden,Osama_bin_Laden,9.0
Osiris,Osiris,6.0
Oslo,Oslo,7.0
Osmium,Osmium,5.0
Osprey,Osprey,4.0
Osteomalacia,Osteomalacia,6.0
Ostrich,Ostrich,7.0
Oswald_of_Northumbria,Oswald_of_Northumbria,6.0
Ottawa,Ottawa,7.0
Otter,Otter,5.0
Otto_von_Bismarck,Otto_von_Bismarck,8.0
Ottoman_Empire,Ottoman_Empire,9.0
Ouagadougou,Ouagadougou,4.0
Outer_Hebrides,Outer_Hebrides,5.0
Overseas_Railroad,Overseas_Railroad,3.0
Oviraptor,Oviraptor,6.0
Owl,Owl,5.0
Oxbow_lake,Oxbow_lake,5.0
Oxford,Oxford,9.0
Oxygen,Oxygen,8.0
Oxyrhynchus,Oxyrhynchus,4.0
Ozone,Ozone,7.0
Ozone_depletion,Ozone_depletion,6.0
P%C3%B3voa_de_Varzim,Póvoa_de_Varzim,3.0
PONG,PONG,2.0
PRR_GG1,PRR_GG1,3.0
PRR_M1,PRR_M1,2.0
PSR_B1620-26c,PSR_B1620-26c,4.0
Pablo_Picasso,Pablo_Picasso,9.0
Pac-Man,Pac-Man,8.0
Pachycephalosaurus,Pachycephalosaurus,5.0
Pacific_Ocean,Pacific_Ocean,9.0
Painting,Painting,7.0
Pakistan,Pakistan,8.0
Palace_of_Westminster,Palace_of_Westminster,6.0
Palau,Palau,6.0
Palazzo_Pitti,Palazzo_Pitti,8.0
Paleocene,Paleocene,5.0
Paleontology,Paleontology,7.0
Palestinian_territories,Palestinian_territories,6.0
Pali_Canon,Pali_Canon,4.0
Palio_di_Siena,Palio_di_Siena,5.0
Palladian_architecture,Palladian_architecture,5.0
Palladium,Palladium,6.0
Palm_oil,Palm_oil,5.0
Palmyra_Atoll,Palmyra_Atoll,4.0
Pan_Am_Flight_103,Pan_Am_Flight_103,6.0
Panama,Panama,9.0
Panama_Canal,Panama_Canal,9.0
Pandanus,Pandanus,4.0
Papal_conclave,Papal_conclave,6.0
Paprika,Paprika,5.0
Papua_New_Guinea,Papua_New_Guinea,7.0
Paraguay,Paraguay,6.0
Parasaurolophus,Parasaurolophus,5.0
Paricut%C3%ADn,Paricutín,4.0
Paris,Paris,9.0
Park,Park,7.0
Parliament_of_Canada,Parliament_of_Canada,6.0
Parliament_of_Malaysia,Parliament_of_Malaysia,5.0
Parliament_of_the_United_Kingdom,Parliament_of_the_United_Kingdom,8.0
Parliamentary_system,Parliamentary_system,6.0
Parrot,Parrot,6.0
Parsley,Parsley,4.0
Parsnip,Parsnip,7.0
Parthenon,Parthenon,6.0
Pashtun_people,Pashtun_people,5.0
Passenger_Pigeon,Passenger_Pigeon,7.0
Pat_Cash,Pat_Cash,6.0
Patna,Patna,5.0
Paul_C%C3%A9zanne,Paul_Cézanne,8.0
Paul_Dirac,Paul_Dirac,7.0
Paul_Kane,Paul_Kane,5.0
Paul_McCartney,Paul_McCartney,10.0
Paul_of_Tarsus,Paul_of_Tarsus,8.0
Pea,Pea,4.0
Peace,Peace,6.0
Peaceful_coexistence,Peaceful_coexistence,5.0
Peafowl,Peafowl,6.0
Peak_District,Peak_District,7.0
Peanut,Peanut,8.0
Pearl,Pearl,7.0
Pedagogy,Pedagogy,6.0
Pedro_del_Valle,Pedro_del_Valle,4.0
Pel%C3%A9,Pelé,9.0
Pelagic_zone,Pelagic_zone,5.0
Pellagra,Pellagra,4.0
Pelycosaur,Pelycosaur,3.0
Penda_of_Mercia,Penda_of_Mercia,2.0
Penguin,Penguin,8.0
Pennine_Way,Pennine_Way,4.0
Pennsylvania_Railroad,Pennsylvania_Railroad,5.0
Pentateuch,Pentateuch,7.0
People%27s_Republic_of_China,People's_Republic_of_China,9.0
Pere_Marquette_1225,Pere_Marquette_1225,3.0
Peregrine_Falcon,Peregrine_Falcon,6.0
Perfect_number,Perfect_number,6.0
Pericles,Pericles,8.0
Periodic_table,Periodic_table,7.0
Periodic_table_%28large_version%29,Periodic_table_(large_version),3.0
Perl,Perl,6.0
Permian,Permian,5.0
Pernicious_anemia,Pernicious_anemia,4.0
Persian_Empire,Persian_Empire,7.0
Persian_Gulf,Persian_Gulf,6.0
Persian_literature,Persian_literature,5.0
Perth%2C_Western_Australia,"Perth,_Western_Australia",4.0
Peru,Peru,8.0
Pete_Sampras,Pete_Sampras,7.0
Peter_Grimes,Peter_Grimes,6.0
Peter_I_of_Russia,Peter_I_of_Russia,7.0
Peter_Paul_Rubens,Peter_Paul_Rubens,8.0
Peterborough_Chronicle,Peterborough_Chronicle,5.0
Petroleum,Petroleum,7.0
Phase_%28matter%29,Phase_(matter),6.0
Pheidippides,Pheidippides,6.0
Phenylketonuria,Phenylketonuria,5.0
Philadelphia,Philadelphia,9.0
Philately,Philately,4.0
Philip_II_of_Spain,Philip_II_of_Spain,6.0
Philippines,Philippines,8.0
Philosophiae_Naturalis_Principia_Mathematica,Philosophiae_Naturalis_Principia_Mathematica,7.0
Philosophy,Philosophy,5.0
Philosophy_of_mind,Philosophy_of_mind,5.0
Phineas_Gage,Phineas_Gage,6.0
Phishing,Phishing,5.0
Phla-Pher%C3%A1_languages,Phla-Pherá_languages,2.0
Phoenix_%28spacecraft%29,Phoenix_(spacecraft),6.0
Phoenix_Zoo,Phoenix_Zoo,5.0
Phonograph_cylinder,Phonograph_cylinder,3.0
Phosphorus,Phosphorus,8.0
Phosphorus_tribromide,Phosphorus_tribromide,4.0
Phosphorus_trichloride,Phosphorus_trichloride,4.0
Phosphoryl_chloride,Phosphoryl_chloride,3.0
Photography,Photography,9.0
Photon,Photon,7.0
Photosynthesis,Photosynthesis,8.0
Photosynthetic_reaction_centre,Photosynthetic_reaction_centre,4.0
Photovoltaic_array,Photovoltaic_array,5.0
Physical_paradox,Physical_paradox,3.0
Physical_science,Physical_science,4.0
Physics,Physics,7.0
Pi,Pi,8.0
Piano,Piano,7.0
